iter	Logloss
876	0.2809191714
877	0.2808590725
878	0.2808090652
879	0.2807912126
880	0.2807570249
881	0.2807309006
882	0.2807004382
883	0.2806644256
884	0.2806336106
885	0.2806013794
886	0.2805743503
887	0.2805143771
888	0.280500685
889	0.2804630571
890	0.280417022
891	0.2803689098
892	0.280335028
893	0.2802821128
894	0.2802391121
895	0.2801926563
896	0.2801442757
897	0.2801156317
898	0.2800712016
899	0.2800141033
900	0.2799704626
901	0.2799435778
902	0.2798799127
903	0.279828485
904	0.2797918138
905	0.2797717525
906	0.2797311627
907	0.2796803029
908	0.2796529375
909	0.279588551
910	0.2795314854
911	0.2794786558
912	0.2794307993
913	0.2793745725
914	0.279319786
915	0.2792800008
916	0.2792152195
917	0.2791703055
918	0.2791267982
919	0.2791107226
920	0.2790686146
921	0.2790289554
922	0.2789894873
923	0.2789560578
924	0.2789096972
925	0.2788677936
926	0.2788302789
927	0.2787940109
928	0.2787442742
929	0.2787134219
930	0.2786790386
931	0.278642659
932	0.2786143277
933	0.2785593225
934	0.2785216739
935	0.2784802545
936	0.2784163107
937	0.2783724949
938	0.2783390985
939	0.2782898978
940	0.2782321831
941	0.2781893762
942	0.2781626879
943	0.2781287521
944	0.2780881803
945	0.2780568718
946	0.2780117627
947	0.277986959
948	0.277931049
949	0.2778864259
950	0.2778526019
951	0.2778096201
952	0.2777747749
953	0.2777307719
954	0.2776828
955	0.277658448
956	0.2776240647
957	0.2775890434
958	0.2775437815
959	0.2774977046
960	0.2774428847
961	0.277402157
962	0.277361879
963	0.2773117066
964	0.2772704652
965	0.277218862
966	0.2771549321
967	0.2771152242
968	0.2770742691
969	0.2770342165
970	0.2769916713
971	0.2769307686
972	0.2768756427
973	0.2768145873
974	0.2767819533
975	0.2767565229
976	0.276715242
977	0.2766551023
978	0.2766018188
979	0.2765628313
980	0.2765220331
981	0.2764856086
982	0.2764485416
983	0.276418459
984	0.2763876641
985	0.2763625006
986	0.2763276107
987	0.2762862602
